"Contract Number","Organization Type","Plan Type","Organization Name","Organization Marketing Name","Parent Organization","Contract Effective Date","Offers Part D","MAOnly","PartD","Enrollment"
"H9842","National PACE","National PACE","SAINT JOSEPH PACE","Saint Joseph PACE","Trinity Health Corporation","08/01/2016","Yes","*","153","153"
"H9861","Local CCP","HMO/HMOPOS","CCA HEALTH MICHIGAN, INC.","CCA Health Michigan","Commonwealth Care Alliance, Inc.","01/01/2020","Yes","*","1098","1098"
"H9869","Demo","Medicare-Medicaid Plan HMO/HMOPOS","PARTNERS HEALTH PLAN, INC.","Partners Health Plan","PHSI, Inc.","04/01/2016","Yes","*","1666","1666"
"H9876","Local CCP","Local PPO","Commonwealth Care Alliance Rhode Island, LLC","CCA Health Rhode Island","Commonwealth Care Alliance, Inc.","01/01/2022","Yes","*","678","678"
"H9884","Local CCP","Local PPO","DEVOTED HEALTH INSURANCE COMPANY","Devoted Health","Devoted Health, Inc.","01/01/2022","Yes","*","4060","4060"
"H9888","Local CCP","Local PPO","DEVOTED HEALTH INSURANCE COMPANY OF ALABAMA INC","Devoted Health","Devoted Health, Inc.","01/01/2023","Yes","*","1805","1805"
"H9900","Local CCP","HMO/HMOPOS","WELLCARE OF OKLAHOMA, INC.","Wellcare","Centene Corporation","01/01/2022","Yes","46","2543","2589"
"H9904","Local CCP","Local PPO","CENTRAL MASS HEALTH, LLC","Mass Advantage","Central Mass Health Holding LLC","01/01/2022","Yes","*","1023","1023"
"H9907","Local CCP","Local PPO","TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","Tufts Health Plan","Point32Health, Inc.","01/01/2023","Yes","*","5118","5118"
"H9909","Local CCP","HMO/HMOPOS","AMERICAN HEALTH PLAN OF MS, INC.","American Health Advantage of MS","Mitchell Family Office","01/01/2020","Yes","*","577","577"
"H9917","Local CCP","HMO/HMOPOS","ALIGN SENIOR CARE FLORIDA, INC.","Align Senior Care","Innovative Long Term Care Management, Inc.","01/01/2021","Yes","*","135","135"
"H9940","Local CCP","HMO/HMOPOS","LONGEVITY HEALTH PLAN OF MASSACHUSETTS INC","Longevity Health Plan of Massachusetts","Longevity Health Founders, LLC","01/01/2023","Yes","*","*","*"
"H9942","Local CCP","Local PPO","LONGEVITY HEALTH PLAN OF NEW JERSEY INSURANCE COMP","Longevity Health Plan","Longevity Health Founders, LLC","01/01/2020","Yes","*","1257","1257"
"H9943","Local CCP","HMO/HMOPOS","ALIGNMENT HEALTH PLAN OF FLORIDA INC","Alignment Health Plan","Alignment Healthcare USA, LLC","01/01/2023","Yes","*","336","336"
"H9946","Local CCP","Local PPO","SHARED HEALTH MISSISSIPPI, INC.","Shared Health Dual Freedom","BlueCross BlueShield of Tennessee","01/01/2024","Yes","*","245","245"
"H9952","Local CCP","HMO/HMOPOS","MEDICA HEALTH PLANS","Medica","Medica Holding Company","01/01/2019","Yes","*","1876","1876"
"H9955","Local CCP","HMO/HMOPOS","MOLINA HEALTHCARE OF OHIO, INC.","Molina Healthcare of Ohio","Molina Healthcare, Inc.,","01/01/2021","Yes","*","2718","2718"
"H9976","Local CCP","Local PPO","WESTERN SKY COMMUNITY CARE, INC.","Wellcare by Allwell","Centene Corporation","01/01/2022","Yes","*","1333","1333"
"H9986","Local CCP","HMO/HMOPOS","HPMP OF FLORIDA, INC.","Florida Complete Care","Independent Living Systems, LLC","01/01/2022","Yes","*","1024","1024"
"H9998","National PACE","National PACE","LUBBOCK REGIONAL MENTAL HEALTH MENTAL RETARDATION","Silver Star","Lubbock Regional Mental Health","05/01/2010","Yes","*","150","150"
"R0110","Regional CCP","Regional PPO","HUMANA INSURANCE COMPANY","Humana","Humana Inc.","01/01/2018","Yes","1376","9045","10421"
"R0759","Regional CCP","Regional PPO","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","UnitedHealthcare","UnitedHealth Group, Inc.","01/01/2020","Yes","5391","32185","37576"
"R0865","Regional CCP","Regional PPO","HUMANA INSURANCE COMPANY","Humana","Humana Inc.","01/01/2018","Yes","2955","5011","7966"
"R0923","Regional CCP","Regional PPO","HUMANA INSURANCE COMPANY","Humana","Humana Inc.","01/01/2018","Yes","1113","1703","2816"
"R1390","Regional CCP","Regional PPO","HUMANA INSURANCE COMPANY","Humana","Humana Inc.","01/01/2018","Yes","10672","11869","22541"
"R1532","Regional CCP","Regional PPO","HUMANA INSURANCE COMPANY","Humana","Humana Inc.","01/01/2018","Yes","5175","1761","6936"
"R2604","Regional CCP","Regional PPO","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","UnitedHealthcare","UnitedHealth Group, Inc.","01/01/2020","Yes","2237","37807","40044"
"R3175","Regional CCP","Regional PPO","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","UnitedHealth Group, Inc.","01/01/2006","Yes","*","421","421"
"R3332","Regional CCP","Regional PPO","BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.","Florida Blue","Guidewell Mutual Holding Corporation","01/01/2010","Yes","*","20365","20365"
"R3392","Regional CCP","Regional PPO","HUMANA INSURANCE COMPANY","Humana","Humana Inc.","01/01/2018","Yes","1657","6830","8487"
"R3444","Regional CCP","Regional PPO","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","UnitedHealthcare","UnitedHealth Group, Inc.","01/01/2007","Yes","*","11349","11349"
"R3887","Regional CCP","Regional PPO","HUMANA INSURANCE COMPANY","Humana","Humana Inc.","01/01/2018","Yes","1416","2266","3682"
"R4182","Regional CCP","Regional PPO","HUMANA INSURANCE COMPANY","Humana","Humana Inc.","01/01/2018","Yes","2712","15278","17990"
"R4487","Regional CCP","Regional PPO","ANTHEM INSURANCE COMPANIES, INC.","Anthem Blue Cross and Blue Shield","Elevance Health, Inc.","01/01/2019","Yes","*","10873","10873"
"R4845","Regional CCP","Regional PPO","HUMANA INSURANCE COMPANY","Humana","Humana Inc.","01/01/2018","Yes","2489","3452","5941"
"R5329","Regional CCP","Regional PPO","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","UnitedHealthcare","UnitedHealth Group, Inc.","01/01/2017","Yes","*","784","784"
"R5342","Regional CCP","Regional PPO","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","UnitedHealthcare","UnitedHealth Group, Inc.","01/01/2006","Yes","3841","66645","70486"
"R5361","Regional CCP","Regional PPO","HUMANA INSURANCE COMPANY","Humana","Humana Inc.","01/01/2018","Yes","5308","2432","7740"
"R5495","Regional CCP","Regional PPO","HUMANA INSURANCE COMPANY","Humana","Humana Inc.","01/01/2018","Yes","1160","1162","2322"
"R5826","Regional CCP","Regional PPO","HUMANA INSURANCE COMPANY","Humana","Humana Inc.","01/01/2006","Yes","1024","6432","7456"
"R5941","Regional CCP","Regional PPO","ANTHEM INSURANCE COMPANIES, INC.","Anthem Blue Cross and Blue Shield","Elevance Health, Inc.","01/01/2006","Yes","1657","7828","9485"
"R6694","Regional CCP","Regional PPO","AETNA LIFE INSURANCE COMPANY","Aetna Medicare","CVS Health Corporation","01/01/2016","Yes","*","1780","1780"
"R6801","Regional CCP","Regional PPO","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","UnitedHealthcare","UnitedHealth Group, Inc.","01/01/2007","Yes","*","67756","67756"
"R7220","Regional CCP","Regional PPO","HUMANA INSURANCE COMPANY","Humana","Humana Inc.","01/01/2018","Yes","1036","1341","2377"
"R7315","Regional CCP","Regional PPO","HUMANA INSURANCE COMPANY","Humana","Humana Inc.","01/01/2018","Yes","1840","2252","4092"
"R7444","Regional CCP","Regional PPO","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","UnitedHealthcare","UnitedHealth Group, Inc.","01/01/2009","Yes","*","12436","12436"
"S0156","PDP","Medicare Prescription Drug Plan","NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY","NextBlue of North Dakota","Blue Cross Blue Shield of Michigan Mutual Ins. Co.","01/01/2023","Yes","*","*","*"
"S0586","PDP","Medicare Prescription Drug Plan","MVP HEALTH PLAN, INC.","MVP Health Care","MVP Health Care, Inc.","01/01/2011","Yes","*","509","509"
"S0655","PDP","Medicare Prescription Drug Plan","TUFTS INSURANCE COMPANY","Tufts Health Plan","Point32Health, Inc.","01/01/2010","Yes","*","9678","9678"
"S1030","PDP","Medicare Prescription Drug Plan","BCBS OF ALABAMA & UTIC INSURANCE COMPANY","BlueRx (PDP)","BlueCross BlueShield of Alabama","01/01/2007","Yes","*","31899","31899"
"S1140","PDP","Medicare Prescription Drug Plan","Highmark Western and Northeastern New York Inc.","Highmark Blue Cross Blue Shield or Highmark Blue Shield","Highmark Health","01/01/2013","Yes","*","3431","3431"
"S1822","PDP","Medicare Prescription Drug Plan","HEALTHPARTNERS, INC.","HealthPartners","HealthPartners, Inc.","01/01/2009","Yes","*","3924","3924"
"S2135","PDP","Medicare Prescription Drug Plan","BLUE CROSS BLUE SHIELD ASSOCIATION","Blue Cross Blue Shield Association","BlueCross BlueShield Association, Federal Employee","01/01/2024","Yes","*","857101","857101"
"S2465","PDP","Medicare Prescription Drug Plan","OPTIMA HEALTH PLAN","Optima Medicare","Sentara Health Care (SHC)","01/01/2021","Yes","*","77","77"
"S2468","PDP","Medicare Prescription Drug Plan","CALIFORNIA PHYSICIANS' SERVICE","Blue Shield of California","California Physicians' Service","01/01/2006","Yes","*","38924","38924"
"S2668","PDP","Medicare Prescription Drug Plan","MEMBERS HEALTH INSURANCE COMPANY","Farm Bureau Health Plans","Tennessee Rural Health Improvement Association","01/01/2017","Yes","*","16199","16199"
"S2874","PDP","Medicare Prescription Drug Plan","HUMANA INSURANCE OF PUERTO RICO, INC.","Humana","Humana Inc.","01/01/2007","Yes","*","3962","3962"
"S2893","PDP","Medicare Prescription Drug Plan","ANTHEM INSURANCE CO. & BCBSMA & BCBSRI & BCBSVT","Blue MedicareRx","Elevance Health, Inc. & BCBSMA & BCBSRI & BCBSVT","01/01/2006","Yes","*","174536","174536"
"S3285","PDP","Medicare Prescription Drug Plan","MG INSURANCE COMPANY","MG Insurance Company","MedImpact Holdings, Inc.","01/01/2019","Yes","*","9016","9016"
"S3389","PDP","Medicare Prescription Drug Plan","UPMC HEALTH BENEFITS, INC.","UPMC Health Plan","UPMC Health System","01/01/2006","Yes","*","1408","1408"
"S3521","PDP","Medicare Prescription Drug Plan","EXCELLUS HEALTH PLAN, INC.","Excellus Health Plan, Inc","Lifetime Healthcare, Inc.","01/01/2006","Yes","*","5631","5631"
"S3875","PDP","Medicare Prescription Drug Plan","GRANITE ALLIANCE INSURANCE COMPANY","Granite Alliance","Prime Therapeutics, LLC.","01/01/2014","Yes","*","*","*"
"S3994","PDP","Medicare Prescription Drug Plan","HAWAII MEDICAL SERVICE ASSOCIATION (HMSA)","HMSAs Medicare Rx Plan","Hawaii Medical Service Association","01/01/2007","Yes","*","*","*"
"S4219","PDP","Medicare Prescription Drug Plan","HEALTH ALLIANCE MEDICAL PLANS","Health Alliance Medicare Prescription Plan","The Carle Foundation","01/01/2011","Yes","*","835","835"
"S4501","PDP","Medicare Prescription Drug Plan","INDEPENDENT HEALTH BENEFITS CORPORATION","Pharmacy Benefit Dimensions PDP","Independent Health Association, Inc.","01/01/2015","Yes","*","7293","7293"
"S4802","PDP","Medicare Prescription Drug Plan","WELLCARE PRESCRIPTION INSURANCE, INC.","Wellcare","Centene Corporation","01/01/2006","Yes","*","6202681","6202681"
"S5450","PDP","Medicare Prescription Drug Plan","SECURITYCARE OF TENNESSEE, INC.","BlueScripts","BlueCross BlueShield of Tennessee","01/01/2016","Yes","*","*","*"
"S5540","PDP","Medicare Prescription Drug Plan","BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA","Blue Cross and Blue Shield of North Carolina","Blue Cross and Blue Shield of North Carolina","01/01/2006","Yes","*","30812","30812"
"S5552","PDP","Medicare Prescription Drug Plan","HUMANA INSURANCE COMPANY OF NEW YORK","Humana","Humana Inc.","01/01/2006","Yes","*","46742","46742"
"S5584","PDP","Medicare Prescription Drug Plan","BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY","Blue Cross Blue Shield of Michigan","Blue Cross Blue Shield of Michigan Mutual Ins. Co.","01/01/2006","Yes","*","28410","28410"
"S5588","PDP","Medicare Prescription Drug Plan","PARAMOUNT INSURANCE COMPANY","Paramount Prescription Drug Plan","Promedica Health System, Inc.","01/01/2006","Yes","*","*","*"
"S5593","PDP","Medicare Prescription Drug Plan","HM HEALTH INSURANCE COMPANY","Highmark Blue Shield","Highmark Health","01/01/2006","Yes","*","20273","20273"
"S5596","PDP","Medicare Prescription Drug Plan","ANTHEM INSURANCE COMPANIES, INC.","Anthem / Anthem or Blue KC in Missouri","Elevance Health, Inc.","01/01/2006","Yes","*","237115","237115"
"S5601","PDP","Medicare Prescription Drug Plan","SILVERSCRIPT INSURANCE COMPANY","Aetna Medicare","CVS Health Corporation","01/01/2006","Yes","*","5062319","5062319"
"S5609","PDP","Medicare Prescription Drug Plan","ASURIS NORTHWEST HEALTH","Asuris Northwest Health","Cambia Health Solutions, Inc.","01/01/2006","Yes","*","4290","4290"
"S5617","PDP","Medicare Prescription Drug Plan","MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY","Cigna","The Cigna Group","01/01/2006","Yes","*","1414314","1414314"
"S5660","PDP","Medicare Prescription Drug Plan","MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY","Express Scripts Medicare","The Cigna Group","01/01/2006","Yes","*","1163170","1163170"
"S5715","PDP","Medicare Prescription Drug Plan","HCSC INSURANCE SERVICES COMPANY","Blue Cross and Blue Shield of IL, NM, OK, TX","Health Care Service Corporation","01/01/2006","Yes","*","296091","296091"
"S5726","PDP","Medicare Prescription Drug Plan","BLUE CROSS AND BLUE SHIELD OF KANSAS","Blue Cross and Blue Shield of Kansas or Blue KC","Blue Cross Blue Shield of Kansas","01/01/2006","Yes","*","24360","24360"
"S5743","PDP","Medicare Prescription Drug Plan","WELLMARK  IA & SD, & BCBS MN, MT, NE, ND,& WY","MedicareBlue Rx","BCBS MN, MT, NE, ND, WY, Wellmark IA and SD","01/01/2006","Yes","*","185316","185316"
"S5795","PDP","Medicare Prescription Drug Plan","USABLE MUTUAL INSURANCE COMPANY","Arkansas Blue Medicare","USAble Mutual Insurance Company","01/01/2006","Yes","*","22738","22738"
"S5805","PDP","Medicare Prescription Drug Plan","UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK","UnitedHealthcare","UnitedHealth Group, Inc.","01/01/2006","Yes","*","117021","117021"
"S5820","PDP","Medicare Prescription Drug Plan","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","UnitedHealth Group, Inc.","01/01/2006","Yes","*","1426817","1426817"
"S5857","PDP","Medicare Prescription Drug Plan","PRIORITY HEALTH INSURANCE COMPANY","Priority Health Medicare","Corewell Health","01/01/2006","Yes","*","17","17"
"S5877","PDP","Medicare Prescription Drug Plan","EDUCATORS MUTUAL INSURANCE ASSOCIATION","EMI Health","Educators Mutual Insurance Association","01/01/2006","Yes","*","1194","1194"
"S5884","PDP","Medicare Prescription Drug Plan","HUMANA INSURANCE COMPANY","Humana","Humana Inc.","01/01/2006","Yes","*","2227225","2227225"
"S5904","PDP","Medicare Prescription Drug Plan","BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.","Florida Blue","Guidewell Mutual Holding Corporation","01/01/2006","Yes","*","48472","48472"
"S5916","PDP","Medicare Prescription Drug Plan","REGENCE BLUESHIELD OF IDAHO AND REGENCE BC BS UTAH","Regence BlueShield of Idaho and Regence BC BS Utah","Cambia Health Solutions, Inc.","01/01/2006","Yes","*","3718","3718"
"S5921","PDP","Medicare Prescription Drug Plan","UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY","UnitedHealthcare","UnitedHealth Group, Inc.","01/01/2006","Yes","*","1609133","1609133"
"S5953","PDP","Medicare Prescription Drug Plan","BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA","Blue Cross Blue Shield of South Carolina","BlueCross BlueShield of South Carolina (BCBSSC)","01/01/2006","Yes","*","20311","20311"
"S5960","PDP","Medicare Prescription Drug Plan","WELLPOINT LIFE AND HEALTH INSURANCE COMPANY","Wellpoint","Elevance Health, Inc.","01/01/2006","Yes","*","1840","1840"
"S5966","PDP","Medicare Prescription Drug Plan","EMBLEMHEALTH PLAN, INC","EmblemHealth","EmblemHealth, Inc.","01/01/2006","Yes","*","86700","86700"
"S5975","PDP","Medicare Prescription Drug Plan","MODA HEALTH PLAN, INC.","Moda Health Plan, Inc.","Moda Partners, Inc.","01/01/2006","Yes","*","23882","23882"
"S5993","PDP","Medicare Prescription Drug Plan","HORIZON INSURANCE COMPANY","Horizon Blue Cross Blue Shield of New Jersey","Horizon Mutual Holdings, Inc","01/01/2006","Yes","*","24333","24333"
"S6506","PDP","Medicare Prescription Drug Plan","BLUE CROSS AND BLUE SHIELD ARIZONA, INC.","Blue Cross Blue Shield of Arizona (AZ Blue)","Blue Cross Blue Shield of Arizona","01/01/2012","Yes","*","10625","10625"
"S6875","PDP","Medicare Prescription Drug Plan","QCC INSURANCE COMPANY","Independence Blue Cross","Independence Health Group, Inc.","01/01/2006","Yes","*","2850","2850"
"S6946","PDP","Medicare Prescription Drug Plan","CLEAR SPRING HEALTH INSURANCE COMPANY","Clear Spring Health","Group 1001","01/01/2020","Yes","*","409502","409502"
"S7126","PDP","Medicare Prescription Drug Plan","OMAHA HEALTH INSURANCE COMPANY","Mutual of Omaha Rx","Mutual of Omaha Insurance Company","01/01/2019","Yes","*","160541","160541"
"S7694","PDP","Medicare Prescription Drug Plan","ELIXIR INSURANCE COMPANY","Elixir Insurance","Rite Aid Corporation","01/01/2007","Yes","*","19687","19687"
"S8067","PDP","Medicare Prescription Drug Plan","Avalon Insurance Company","Avalon Insurance Company","CAPITAL BLUE CROSS","01/01/2006","Yes","*","1206","1206"
"S8841","PDP","Medicare Prescription Drug Plan","OPTUM INSURANCE OF OHIO, INC.","Optum Insurance of Ohio, Inc.","UnitedHealth Group, Inc.","01/01/2007","Yes","*","735415","735415"
"S9409","PDP","Medicare Prescription Drug Plan","VERMONT BLUE ADVANTAGE, INC.","Vermont Blue Advantage","Blue Cross Blue Shield of Michigan Mutual Ins. Co.","01/01/2023","Yes","*","*","*"
"S9701","PDP","Medicare Prescription Drug Plan","DEAN HEALTH INSURANCE, INC.","Navitus MedicareRx","Medica Holding Company","01/01/2015","Yes","*","95951","95951"
"S9854","PDP","Medicare Prescription Drug Plan","WELLMARK ADVANTAGE HEALTH PLAN, INC.","Wellmark Advantage Health Plan","Blue Cross Blue Shield of Michigan Mutual Ins. Co.","01/01/2023","Yes","*","*","*"
